Location,Country,LocalTime,LastUpdated,TemperatureC,TemperatureF,IsDay,Condition,UV
Antananarivo,Madagascar,2023-08-16 15:54,2023-08-16 15:45,25.0,77.0,1,Partly cloudy,6.0
